near_miss_id,site_id,report_date,hazard_category,shift,location_on_site,potential_severity,corrective_action_taken,description
183,3,2025-07-26,Explosives,Night,Processing plant,Medium,False,Facere quasi voluptas provident quibusdam reprehenderit ratione illo animi explicabo repellat soluta.
184,3,2026-02-23,Mobile equipment,Day,Processing plant,High,False,Porro aliquam placeat dignissimos temporibus quis eveniet molestias.
185,3,2024-06-20,Ground fall,Night,Underground,Medium,True,Repellat quo cupiditate sapiente labore autem incidunt nemo soluta.
186,3,2023-12-16,Explosives,Night,Underground,Low,False,Sit quod laborum iure praesentium consequuntur repellat cupiditate ex occaecati reprehenderit nemo natus sequi non vero repellendus.
187,3,2026-01-13,Mobile equipment,Day,Haul road,Low,False,Maiores officia quibusdam vero beatae quisquam dolores inventore est optio quia inventore voluptatum corrupti doloremque atque natus non nulla.
188,3,2024-07-21,Explosives,Night,Haul road,Low,False,Esse odit magnam illum repellat velit itaque nulla officiis.
189,3,2023-06-17,Mobile equipment,Day,Workshop,High,False,Amet ad similique voluptates eos at illo rem similique.
190,3,2024-12-02,Mobile equipment,Afternoon,Open pit,Low,True,Nobis aliquam illum error enim veniam necessitatibus deserunt repudiandae quam.
191,3,2024-05-22,Fall from height,Night,Camp,Low,False,Corrupti perferendis minus deleniti maiores aperiam nemo voluptatibus nihil corrupti nemo odio reiciendis adipisci ipsam repellat aspernatur.
192,3,2025-01-27,Mobile equipment,Night,Underground,Low,False,Iure repellendus inventore odit quibusdam reprehenderit aspernatur officia quis accusantium exercitationem deserunt voluptas unde dolores ipsum quis.
193,3,2026-04-23,Ground fall,Night,Processing plant,High,False,Est a natus quas omnis deleniti id animi necessitatibus consequuntur temporibus adipisci libero natus.
194,3,2024-09-11,Hazardous substances,Night,Open pit,High,False,Repellat veniam tenetur nobis quae quas minima in dolor omnis.
195,3,2025-10-03,Mobile equipment,Day,Workshop,Low,False,Vel doloribus voluptas incidunt incidunt cupiditate fugit quibusdam.
196,3,2024-11-21,Mobile equipment,Night,Camp,Medium,False,Voluptas rem ut dolorum ducimus atque assumenda ab itaque asperiores suscipit eligendi vitae suscipit ipsa ab laboriosam sapiente.
197,3,2024-09-13,Ground fall,Night,Workshop,Low,False,Saepe explicabo expedita quos tenetur recusandae sapiente ab explicabo.
198,3,2024-06-05,Electrical,Night,Open pit,High,False,Eum cum culpa aliquid eligendi fugit tempora voluptas minima qui atque asperiores enim pariatur officiis.
199,3,2023-11-19,Fall from height,Day,Haul road,Low,False,Repudiandae dolorem quisquam commodi dignissimos exercitationem dolore eaque suscipit excepturi.
200,3,2025-03-11,Explosives,Night,Underground,Low,True,Sit earum quod doloribus qui tempore iste perferendis quis alias repudiandae reiciendis exercitationem voluptates nostrum labore in voluptates.
201,3,2025-03-06,Electrical,Day,Camp,Medium,True,Magni quisquam dolores quis veritatis a porro voluptas aliquam magnam placeat officia velit assumenda iure quidem iure tempore reiciendis.
202,3,2026-03-24,Mobile equipment,Day,Workshop,High,False,Sunt veniam velit neque repellendus numquam repellendus ducimus est aliquid porro et ratione.
203,3,2025-12-30,Electrical,Afternoon,Camp,Medium,True,Accusantium corrupti ab eligendi delectus aperiam eum nam iste ad suscipit molestiae cumque unde consequuntur corrupti placeat.
204,3,2024-05-20,Electrical,Day,Open pit,Medium,False,Facilis quas impedit quis atque unde vel rerum suscipit molestiae molestias harum eligendi debitis.
205,3,2025-05-20,Ground fall,Afternoon,Processing plant,Medium,True,Iure expedita vel autem sit deserunt commodi voluptate illo soluta quos minus placeat id.
206,3,2025-01-31,Ground fall,Afternoon,Underground,Low,False,Omnis earum neque itaque dolorum itaque nesciunt praesentium cupiditate eius cum.
207,3,2025-01-03,Manual handling,Night,Open pit,Medium,False,Voluptate dolorem illum quam beatae occaecati asperiores nesciunt omnis a odio.
208,3,2023-10-11,Explosives,Night,Processing plant,Low,True,Error aliquam cumque facilis quam reprehenderit porro ullam necessitatibus cum sed eius doloremque excepturi.
209,3,2025-02-18,Manual handling,Day,Camp,Medium,True,Saepe tenetur quod laudantium tenetur consequuntur eligendi et harum eligendi facere minus eligendi quidem.
210,3,2025-05-31,Ground fall,Night,Open pit,Low,False,Voluptatibus cupiditate deserunt dolor sapiente odit voluptatem perspiciatis voluptates nam distinctio rem ullam culpa commodi.
211,3,2025-06-28,Mobile equipment,Day,Haul road,High,False,Dolor aliquam autem natus exercitationem ipsa voluptatem ullam architecto ex iure eligendi nisi sint dolores.
212,3,2025-05-24,Electrical,Day,Underground,High,False,Placeat alias odit in ab ducimus facere quis dicta voluptatibus illum facilis omnis quis aliquam aliquam enim libero.
213,3,2026-03-09,Ground fall,Day,Processing plant,Low,True,Eveniet sed quas corporis cupiditate atque nisi ea perspiciatis voluptatem.
214,3,2023-08-09,Fall from height,Night,Underground,Medium,True,Perspiciatis nulla eveniet reprehenderit repellat harum velit recusandae harum libero fugit amet earum laudantium unde incidunt alias rem.
215,3,2025-06-22,Mobile equipment,Afternoon,Open pit,High,True,Ullam facere adipisci nobis adipisci quam labore omnis quibusdam non quas.
216,3,2024-04-15,Hazardous substances,Day,Processing plant,Medium,True,Eveniet ipsam dolorem eligendi repudiandae omnis omnis aut perspiciatis enim consequatur qui itaque occaecati et cupiditate.
217,3,2023-09-25,Mobile equipment,Day,Haul road,High,True,Quaerat magni voluptas perspiciatis quos sint nam harum eveniet voluptatibus quas consequuntur accusamus.
218,3,2026-05-19,Hazardous substances,Afternoon,Underground,High,True,Dolore temporibus dolor veritatis cupiditate ex facere voluptates.
219,3,2026-03-04,Manual handling,Afternoon,Workshop,High,False,Incidunt nobis sapiente ducimus minus voluptatibus ullam harum cupiditate vel nam ut deleniti dolorum quae occaecati recusandae assumenda sed.
220,3,2025-01-08,Explosives,Day,Camp,High,True,Voluptatibus exercitationem fugiat pariatur adipisci adipisci quae odio officiis optio itaque doloremque debitis praesentium velit magnam.
221,3,2025-11-18,Mobile equipment,Afternoon,Underground,Low,False,Consectetur aspernatur illo impedit aperiam esse quidem ratione molestias voluptatibus neque totam ea culpa.
222,3,2024-02-14,Ground fall,Afternoon,Open pit,Medium,True,Quod placeat eveniet eaque adipisci id soluta ullam ipsum doloribus mollitia iusto doloribus officia at quam dolor.
223,3,2025-09-25,Hazardous substances,Afternoon,Camp,High,True,Culpa corrupti quis recusandae porro id sunt vero rem similique facilis distinctio reprehenderit ullam.
224,3,2023-07-11,Electrical,Day,Camp,High,False,Saepe illum recusandae amet atque fugit reiciendis id accusamus tempore.
225,3,2024-07-30,Hazardous substances,Night,Haul road,High,False,Saepe optio sequi nulla at perspiciatis velit alias modi sequi provident maiores molestiae mollitia voluptatum ipsum eum est.
226,3,2025-07-25,Explosives,Night,Underground,Medium,False,Recusandae eius excepturi nesciunt aspernatur omnis amet quidem inventore quis hic rerum odio quam.
227,3,2025-07-19,Ground fall,Day,Processing plant,High,False,Aperiam deserunt modi esse consequuntur omnis ut ullam rerum beatae rerum beatae quibusdam.
228,3,2023-08-25,Mobile equipment,Afternoon,Open pit,Medium,True,Ad minus nemo architecto quo id accusantium dolorem enim.
229,3,2024-01-15,Mobile equipment,Afternoon,Haul road,Medium,False,Fugit et temporibus aperiam modi eius error eius aliquam voluptates neque.
230,3,2025-02-01,Mobile equipment,Afternoon,Camp,High,True,Harum beatae exercitationem molestias delectus minima quaerat ex minima molestias ducimus harum numquam optio.
231,3,2026-01-22,Mobile equipment,Day,Underground,Low,False,Alias perferendis rerum temporibus quaerat neque ipsam fuga neque corporis recusandae fuga similique dicta nisi possimus facere aspernatur facere.
232,3,2025-01-26,Hazardous substances,Night,Haul road,High,True,Ab ab dolor excepturi autem mollitia eum iure aut sint distinctio illo ipsum saepe animi doloribus blanditiis facilis.
233,3,2026-02-22,Fall from height,Night,Open pit,High,True,Sequi libero eaque pariatur quos repellat inventore quis culpa quae iusto ea voluptate reprehenderit dolore ratione inventore.
234,3,2025-06-11,Ground fall,Afternoon,Workshop,Low,False,Omnis aut commodi labore architecto ducimus omnis maxime.
235,3,2024-11-07,Manual handling,Day,Camp,Medium,True,Velit soluta porro adipisci nesciunt est accusantium unde eligendi.
236,3,2024-12-10,Mobile equipment,Night,Camp,Low,True,Repudiandae quis molestiae iure dignissimos natus ratione praesentium inventore rem nostrum cupiditate facere optio magnam.
237,3,2025-08-03,Ground fall,Day,Underground,High,False,Recusandae odio maxime doloremque accusantium laudantium libero ut earum maiores et consequatur eius reprehenderit cum.
238,3,2023-07-09,Ground fall,Day,Workshop,Low,True,Labore eligendi est quas blanditiis nobis pariatur placeat a cumque eum dolorem pariatur magnam qui provident.
239,3,2023-11-13,Ground fall,Afternoon,Underground,High,True,Et repellat architecto officia modi quae at facilis dolor sint.
240,3,2024-07-21,Hazardous substances,Day,Underground,High,False,Sed dolor nobis occaecati deleniti voluptatem similique soluta aliquid doloremque.
241,3,2025-02-14,Manual handling,Afternoon,Underground,Medium,False,Iusto molestiae nostrum quisquam iusto et in dolor occaecati repellendus alias ea.
242,3,2024-03-21,Ground fall,Day,Haul road,Low,False,Ipsum nam odio minima eaque ad unde ad blanditiis quaerat aliquam explicabo et eaque consectetur omnis.
243,3,2024-04-27,Hazardous substances,Afternoon,Camp,High,False,Cupiditate deserunt consectetur quia praesentium delectus molestiae ducimus provident beatae velit voluptatum odit distinctio minus a voluptas.
244,3,2026-02-01,Ground fall,Night,Camp,Medium,False,Quod veritatis mollitia dignissimos porro atque odit hic doloremque veritatis voluptas explicabo cumque itaque ab dolor quas molestiae doloremque.
245,3,2024-10-18,Fall from height,Afternoon,Workshop,Medium,False,Id quas iure quas quidem ullam maiores tempora nobis rerum dolores pariatur fugit dolores.
246,3,2025-08-21,Electrical,Day,Workshop,Medium,True,Dicta voluptatibus sit dolorem est culpa error qui animi doloribus atque laboriosam eveniet ducimus magni.
247,3,2026-03-22,Fall from height,Afternoon,Open pit,High,False,Commodi provident iure officia deserunt autem quisquam quia illo excepturi.
248,3,2025-06-14,Ground fall,Night,Underground,Low,True,Eius eum numquam totam eum quaerat commodi eaque beatae ut doloremque ea dolores natus mollitia illum harum facilis.
249,3,2024-10-27,Ground fall,Afternoon,Open pit,Low,False,Asperiores debitis magni minus harum id quis voluptatem voluptate saepe maxime excepturi possimus ratione.
250,3,2024-03-03,Ground fall,Night,Processing plant,High,False,Odit doloribus a amet officiis quo laudantium odit ut.
251,3,2025-07-11,Mobile equipment,Afternoon,Processing plant,High,False,Sequi facilis magni distinctio quam deleniti saepe sequi sit nemo reiciendis odit.
252,3,2025-09-20,Ground fall,Day,Workshop,Low,True,Explicabo eum in aspernatur voluptas illo ex incidunt maiores nulla explicabo.
253,3,2024-02-04,Fall from height,Afternoon,Underground,Low,True,Tempora ea consequuntur error atque necessitatibus temporibus quos iure.
254,3,2026-04-14,Mobile equipment,Day,Open pit,Low,True,Consectetur aliquid minima porro a nihil error nihil adipisci.
255,3,2025-07-10,Electrical,Day,Open pit,High,True,Deleniti molestias atque temporibus magni vel eius amet.
256,3,2025-05-24,Ground fall,Night,Processing plant,Medium,True,Incidunt veniam repudiandae ab animi aspernatur cum voluptas in et repellat culpa a mollitia necessitatibus fugiat corporis fuga.
257,3,2024-04-09,Mobile equipment,Day,Camp,High,True,Quod reprehenderit dolorum accusantium non repudiandae repellat temporibus veniam doloremque sunt ut reiciendis esse libero.
258,3,2023-09-03,Explosives,Night,Processing plant,Low,True,Incidunt excepturi itaque beatae libero ad ex facere voluptate nulla assumenda molestias.
259,3,2025-01-16,Hazardous substances,Afternoon,Processing plant,Low,False,Voluptatem ut neque a cupiditate laborum nam corrupti id fugit officiis.
260,3,2026-05-12,Mobile equipment,Night,Open pit,Medium,False,Sunt nemo ipsam accusantium sapiente sunt voluptatem ratione temporibus necessitatibus eaque tempora blanditiis doloribus ducimus distinctio delectus.
261,3,2023-11-16,Ground fall,Afternoon,Haul road,Low,True,Officiis quidem quo aspernatur quaerat exercitationem ullam quaerat perspiciatis officia.
262,3,2025-12-24,Ground fall,Day,Processing plant,High,False,Eum consectetur nobis perferendis quam rerum ab porro nam.
263,3,2025-01-03,Ground fall,Afternoon,Open pit,Low,False,Reiciendis cum sint libero omnis ipsam provident ad.
264,3,2023-10-15,Fall from height,Day,Haul road,Medium,True,Porro vero hic harum soluta dolores cum corrupti.
265,3,2023-12-20,Ground fall,Day,Workshop,High,True,Rem dignissimos illum omnis expedita nihil similique itaque est fugit veritatis cum.
266,3,2025-03-01,Fall from height,Day,Camp,Medium,False,Sapiente accusamus repellat incidunt ipsum maiores aspernatur sed atque illo voluptatem distinctio similique assumenda officiis qui placeat.
267,4,2023-11-23,Ground fall,Day,Camp,Low,True,Quod vel repellendus omnis quod illo corrupti molestias eum.
268,4,2025-07-11,Mobile equipment,Night,Open pit,Medium,True,Magnam quasi accusantium a magnam ad omnis eligendi officiis commodi debitis iure.
269,4,2025-10-03,Electrical,Night,Open pit,High,True,Iusto necessitatibus voluptatibus autem veniam nisi fuga assumenda quasi eius quam tempora suscipit vitae facere odit vitae eaque soluta.
270,4,2026-05-17,Ground fall,Afternoon,Haul road,High,False,Tempore iste voluptatum quidem atque occaecati eum expedita laboriosam repellendus ipsa possimus necessitatibus reprehenderit.
271,4,2025-12-21,Mobile equipment,Night,Workshop,Medium,True,Dolorem corporis delectus aut minima provident doloribus ut qui architecto veniam voluptatibus id.
272,4,2025-05-17,Fall from height,Night,Processing plant,Medium,False,Corrupti dignissimos laborum eos error enim necessitatibus expedita nobis.
273,4,2026-05-21,Mobile equipment,Day,Workshop,High,False,Cupiditate natus eligendi debitis deleniti architecto expedita nulla in nemo ea natus earum eum distinctio optio impedit ratione.
274,4,2024-07-06,Ground fall,Afternoon,Camp,High,True,Neque mollitia sint nobis non sed excepturi consequatur esse inventore harum itaque in distinctio.
275,4,2023-10-07,Manual handling,Afternoon,Processing plant,Low,False,Illum molestiae amet consectetur cum et corporis in sunt dolor repellat doloremque perferendis odit numquam doloremque eius unde ex.
276,4,2025-12-21,Explosives,Afternoon,Processing plant,Low,True,Sed delectus perferendis nulla adipisci inventore similique sed tempora blanditiis quam nobis.
277,4,2023-07-25,Mobile equipment,Night,Haul road,Low,False,Vel a saepe enim non praesentium amet eos magnam eos dolore modi voluptatum voluptatum.
278,4,2024-09-25,Ground fall,Night,Processing plant,Low,False,Dolores possimus ab illum inventore quam vero delectus officia aliquam veniam numquam quaerat necessitatibus.
279,4,2025-06-13,Mobile equipment,Afternoon,Workshop,High,False,Sed exercitationem reprehenderit quos illo voluptatibus natus similique quisquam provident atque doloribus itaque accusamus.
